,REF_DATE,GEO,DGUID,National Occupational Classification (NOC),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
15758,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747318,3.1.15,43100.0,C,,,0
15759,2016,Newfoundland and Labrador,2016A000210,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747319,3.1.16,0.61,D,,,2
15936,2016,Prince Edward Island,2016A000211,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747496,4.1.1,36600.0,B,,,0
15937,2016,Prince Edward Island,2016A000211,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747497,4.1.2,32100.0,B,,,0
15938,2016,Prince Edward Island,2016A000211,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747498,4.1.3,40900.0,C,,,0
15939,2016,Prince Edward Island,2016A000211,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747499,4.1.4,0.79,C,,,2
15940,2016,Prince Edward Island,2016A000211,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747500,4.1.5,27300.0,A,,,0
15941,2016,Prince Edward Island,2016A000211,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747501,4.1.6,25200.0,C,,,0
15942,2016,Prince Edward Island,2016A000211,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747502,4.1.7,29200.0,C,,,0
15943,2016,Prince Edward Island,2016A000211,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747503,4.1.8,0.86,D,,,2
15944,2016,Prince Edward Island,2016A000211,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747504,4.1.9,37400.0,B,,,0
15945,2016,Prince Edward Island,2016A000211,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747505,4.1.10,32900.0,B,,,0
15946,2016,Prince Edward Island,2016A000211,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747506,4.1.11,42000.0,C,,,0
15947,2016,Prince Edward Island,2016A000211,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747507,4.1.12,0.78,C,,,2
15948,2016,Prince Edward Island,2016A000211,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747508,4.1.13,27600.0,A,,,0
15949,2016,Prince Edward Island,2016A000211,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747509,4.1.14,26100.0,C,,,0
15950,2016,Prince Edward Island,2016A000211,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747510,4.1.15,31500.0,C,,,0
15951,2016,Prince Edward Island,2016A000211,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747511,4.1.16,0.83,D,,,2
16128,2016,Nova Scotia,2016A000212,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747688,5.1.1,41700.0,B,,,0
16129,2016,Nova Scotia,2016A000212,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747689,5.1.2,35300.0,B,,,0
16130,2016,Nova Scotia,2016A000212,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747690,5.1.3,47700.0,B,,,0
16131,2016,Nova Scotia,2016A000212,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747691,5.1.4,0.74,C,,,2
16132,2016,Nova Scotia,2016A000212,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747692,5.1.5,31400.0,A,,,0
16133,2016,Nova Scotia,2016A000212,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747693,5.1.6,27900.0,B,,,0
16134,2016,Nova Scotia,2016A000212,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747694,5.1.7,34900.0,C,,,0
16135,2016,Nova Scotia,2016A000212,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747695,5.1.8,0.8,C,,,2
16136,2016,Nova Scotia,2016A000212,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747696,5.1.9,41700.0,A,,,0
16137,2016,Nova Scotia,2016A000212,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747697,5.1.10,35000.0,B,,,0
16138,2016,Nova Scotia,2016A000212,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747698,5.1.11,48100.0,B,,,0
16139,2016,Nova Scotia,2016A000212,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747699,5.1.12,0.73,C,,,2
16140,2016,Nova Scotia,2016A000212,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747700,5.1.13,32200.0,A,,,0
16141,2016,Nova Scotia,2016A000212,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747701,5.1.14,28600.0,C,,,0
16142,2016,Nova Scotia,2016A000212,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747702,5.1.15,37200.0,C,,,0
16143,2016,Nova Scotia,2016A000212,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747703,5.1.16,0.77,C,,,2
16320,2016,New Brunswick,2016A000213,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747880,6.1.1,38400.0,A,,,0
16321,2016,New Brunswick,2016A000213,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747881,6.1.2,32900.0,B,,,0
16322,2016,New Brunswick,2016A000213,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747882,6.1.3,43400.0,B,,,0
16323,2016,New Brunswick,2016A000213,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747883,6.1.4,0.76,B,,,2
16324,2016,New Brunswick,2016A000213,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747884,6.1.5,30400.0,A,,,0
16325,2016,New Brunswick,2016A000213,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747885,6.1.6,27000.0,B,,,0
16326,2016,New Brunswick,2016A000213,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747886,6.1.7,35400.0,B,,,0
16327,2016,New Brunswick,2016A000213,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747887,6.1.8,0.76,C,,,2
16328,2016,New Brunswick,2016A000213,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747888,6.1.9,39200.0,A,,,0
16329,2016,New Brunswick,2016A000213,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747889,6.1.10,33500.0,B,,,0
16330,2016,New Brunswick,2016A000213,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747890,6.1.11,44500.0,B,,,0
16331,2016,New Brunswick,2016A000213,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747891,6.1.12,0.76,B,,,2
16332,2016,New Brunswick,2016A000213,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747892,6.1.13,31800.0,A,,,0
16333,2016,New Brunswick,2016A000213,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747893,6.1.14,27600.0,B,,,0
16334,2016,New Brunswick,2016A000213,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747894,6.1.15,37100.0,B,,,0
16335,2016,New Brunswick,2016A000213,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747895,6.1.16,0.74,C,,,2
16512,2016,Quebec,2016A000224,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748072,7.1.1,42000.0,A,,,0
16513,2016,Quebec,2016A000224,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748073,7.1.2,34400.0,B,,,0
16514,2016,Quebec,2016A000224,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063748074,7.1.3,48600.0,B,,,0
16515,2016,Quebec,2016A000224,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063748075,7.1.4,0.71,B,,,2
16516,2016,Quebec,2016A000224,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063748076,7.1.5,33000.0,A,,,0
16517,2016,Quebec,2016A000224,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063748077,7.1.6,28100.0,B,,,0
16518,2016,Quebec,2016A000224,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063748078,7.1.7,38800.0,B,,,0
16519,2016,Quebec,2016A000224,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063748079,7.1.8,0.72,B,,,2
16520,2016,Quebec,2016A000224,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748080,7.1.9,42800.0,A,,,0
16521,2016,Quebec,2016A000224,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748081,7.1.10,35000.0,B,,,0
16522,2016,Quebec,2016A000224,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748082,7.1.11,49700.0,B,,,0
16523,2016,Quebec,2016A000224,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748083,7.1.12,0.7,B,,,2
16524,2016,Quebec,2016A000224,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748084,7.1.13,34500.0,A,,,0
16525,2016,Quebec,2016A000224,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748085,7.1.14,29600.0,B,,,0
16526,2016,Quebec,2016A000224,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748086,7.1.15,40300.0,A,,,0
16527,2016,Quebec,2016A000224,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748087,7.1.16,0.73,C,,,2
16704,2016,Ontario,2016A000235,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748264,8.1.1,48000.0,A,,,0
16705,2016,Ontario,2016A000235,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748265,8.1.2,39400.0,A,,,0
16706,2016,Ontario,2016A000235,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063748266,8.1.3,55700.0,A,,,0
16707,2016,Ontario,2016A000235,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063748267,8.1.4,0.71,B,,,2
16708,2016,Ontario,2016A000235,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063748268,8.1.5,35300.0,A,,,0
16709,2016,Ontario,2016A000235,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063748269,8.1.6,29500.0,B,,,0
16710,2016,Ontario,2016A000235,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063748270,8.1.7,41800.0,B,,,0
16711,2016,Ontario,2016A000235,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063748271,8.1.8,0.71,B,,,2
16712,2016,Ontario,2016A000235,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748272,8.1.9,49300.0,A,,,0
16713,2016,Ontario,2016A000235,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748273,8.1.10,40300.0,A,,,0
16714,2016,Ontario,2016A000235,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748274,8.1.11,57600.0,A,,,0
16715,2016,Ontario,2016A000235,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748275,8.1.12,0.7,B,,,2
16716,2016,Ontario,2016A000235,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748276,8.1.13,37600.0,A,,,0
16717,2016,Ontario,2016A000235,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748277,8.1.14,31200.0,B,,,0
16718,2016,Ontario,2016A000235,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748278,8.1.15,45800.0,A,,,0
16719,2016,Ontario,2016A000235,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748279,8.1.16,0.68,B,,,2
16896,2016,Prairie provinces,2016A00014,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748456,9.1.1,50400.0,A,,,0
16897,2016,Prairie provinces,2016A00014,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748457,9.1.2,40500.0,A,,,0
16898,2016,Prairie provinces,2016A00014,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063748458,9.1.3,59100.0,A,,,0
16899,2016,Prairie provinces,2016A00014,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063748459,9.1.4,0.69,B,,,2
16900,2016,Prairie provinces,2016A00014,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063748460,9.1.5,38400.0,A,,,0
16901,2016,Prairie provinces,2016A00014,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063748461,9.1.6,31600.0,B,,,0
16902,2016,Prairie provinces,2016A00014,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063748462,9.1.7,47000.0,A,,,0
16903,2016,Prairie provinces,2016A00014,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063748463,9.1.8,0.67,B,,,2
16904,2016,Prairie provinces,2016A00014,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748464,9.1.9,52700.0,A,,,0
16905,2016,Prairie provinces,2016A00014,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748465,9.1.10,42000.0,A,,,0
16906,2016,Prairie provinces,2016A00014,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748466,9.1.11,62200.0,A,,,0
16907,2016,Prairie provinces,2016A00014,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748467,9.1.12,0.68,B,,,2
